82,34,0.4146341463414634,50.8924,9.4053,Neukirchen-Hauptschwenda,Hessen,W
70,29,0.4142857142857143,47.5594,9.6939,Lindau (Bodensee),Bayern,S
29,12,0.41379310344827586,48.5615,8.2229,Baiersbronn-Ruhestein,Baden-Württemberg,S
121,50,0.4132231404958678,52.9604,9.7931,Soltau,Niedersachsen,N
46,19,0.41304347826086957,51.7515,12.0079,Köthen (Anhalt),Sachsen-Anhalt,O
46,19,0.41304347826086957,52.7521,10.883,Diesdorf,Sachsen-Anhalt,O
92,38,0.41304347826086957,50.1213,8.6601,Frankfurt/Main (Feldbergstr.),Hessen,W
63,26,0.4126984126984127,51.2963,9.4424,Kassel,Hessen,W
34,14,0.4117647058823529,53.6713,13.6763,Klockow,Mecklenburg-Vorpommern,O
34,14,0.4117647058823529,51.8776,11.4014,Cochstedt,Sachsen-Anhalt,O
34,14,0.4117647058823529,49.7725,12.3891,Altglashütte,Bayern,S
34,14,0.4117647058823529,49.4647,7.175,Sankt Wendel,Saarland,W
107,44,0.411214953271028,48.7532,13.4983,Röhrnbach,Bayern,S
73,30,0.410958904109589,48.6192,11.0059,Rain am Lech-Wallerdorf,Bayern,S
83,34,0.40963855421686746,48.689,9.6348,Göppingen-Jebenhausen,Baden-Württemberg,S
22,9,0.4090909090909091,49.557,7.0714,Nohfelden-Gonnesweiler,Saarland,W
115,47,0.40869565217391307,49.8951,10.0713,Bergtheim,Bayern,S
64,26,0.40625,49.3082,10.9183,Rohr/Mittelfranken-Dechendorf,Bayern,S
32,13,0.40625,52.9479,12.8622,Alt Ruppin,Brandenburg,O
32,13,0.40625,50.9752,12.9912,Mittweida,Sachsen,O
64,26,0.40625,49.6467,7.8835,Ruppertsecken,Rheinland-Pfalz,W
64,26,0.40625,49.1279,9.3525,Obersulm-Willsbach,Baden-Württemberg,S
64,26,0.40625,51.6843,10.1077,Berka,Niedersachsen,N
64,26,0.40625,50.9169,13.713,Dippoldiswalde-Reinberg,Sachsen,O
84,34,0.40476190476190477,48.2638,10.8215,Bobingen,Bayern,S
42,17,0.40476190476190477,50.5309,10.048,Birx/Rhön,Thüringen,O
94,38,0.40425531914893614,51.3629,10.0663,Uder,Thüringen,O
47,19,0.40425531914893614,48.5501,12.3737,Kröning-Leisteneck,Bayern,S
77,31,0.4025974025974026,50.1412,9.137,Freigericht-Altenmittlau,Hessen,W
55,22,0.4,48.6282,13.1734,Vilshofen (Schweiklberg),Bayern,S
20,8,0.4,53.0333,9.7333,Gilmerdingen,Niedersachsen,N
5,2,0.4,50.8152,12.5248,Glauchau,Sachsen,O
20,8,0.4,47.8922,10.0796,Aichstetten,Baden-Württemberg,S
15,6,0.4,49.2667,6.95,Von der Heydt Grube,Saarland,W
20,8,0.4,53.0833,9.45,Hastedt,Niedersachsen,N
25,10,0.4,50.2833,10.8,"Colberg, Bad",Thüringen,O
60,24,0.4,51.6681,10.8823,Oberharz am Brocken-Stiege,Sachsen-Anhalt,O
60,24,0.4,51.9608,11.916,Walternienburg-Ronney,Sachsen-Anhalt,O
15,6,0.4,48.3226,8.3944,Alpirsbach (Kläranlage),Baden-Württemberg,S
25,10,0.4,51.5962,10.4626,"Lauterberg,Bad-Bartolfelde",Niedersachsen,N
20,8,0.4,47.8219,12.6493,Siegsdorf,Bayern,S
10,4,0.4,54.3333,10.3333,Stoltenberg,Schleswig-Holstein,N
10,4,0.4,51.85,14.1833,Schmogrow,Brandenburg,O
15,6,0.4,48.7201,9.5328,Ebersbach/Fils,Baden-Württemberg,S
5,2,0.4,50.8677,12.5223,Schönberg-Pfaffroda,Sachsen,O
40,16,0.4,49.1742,7.6556,Lemberg/Pfalz,Rheinland-Pfalz,W
15,6,0.4,50.7163,8.1808,Haiger-Langenaubach,Hessen,W
25,10,0.4,48.5576,7.88,Kehl-Odelshofen,Baden-Württemberg,S
10,4,0.4,50.1667,8.55,Kronberg-Oberhöchstadt,Hessen,W
20,8,0.4,48.5915,8.8541,Herrenberg,Baden-Württemberg,S
